2022/06/13 01:43:06;1;
2022/06/13 01:43:15;0;
2022/06/13 01:43:17;1;
2022/06/13 01:43:20;1;
2022/06/13 01:50:44;1;
2022/06/13 01:51:52;1;
2022/06/13 01:53:21;0;
2022/06/13 01:53:28;1;
2022/06/13 01:54:40;0;
2022/06/13 01:54:42;1;
2022/06/13 01:55:34;0;
2022/06/13 01:55:39;1;
2022/06/13 01:56:24;0;
2022/06/13 01:56:29;1;
2022/06/13 01:56:31;0;
2022/06/13 01:57:50;1;
2022/06/13 01:58:40;0;
2022/06/13 02:01:32;1;
2022/06/13 02:04:52;0;
2022/06/13 02:06:04;1;
2022/06/13 02:06:12;0;
2022/06/13 02:06:45;1;
2022/06/13 02:12:08;0;
2022/06/13 02:12:16;1;
