2021/03/01 22:50:00;45;
2021/03/07 20:41:00;56;
2021/03/13 00:33:00;23;
2021/03/25 00:31:00;42;
2022-06-05 01:19:42;5.18;
2022-06-05 01:35:03;11.44;
2022-06-05 16:39:39;-0.49;
2022-06-05 16:39:41;-0.49;
2022-06-05 16:40:10;-0.49;
2022-06-05 16:40:26;-0.49;
2022-06-05 16:54:54;7.53;
2022-06-05 17:14:23;0.49;
2022-06-05 17:14:26;0.49;
2022-06-05 17:14:55;-0.49;
2022-06-05 17:14:57;-0.49;
2022-06-05 17:14:59;-0.49;
2022-06-05 17:15:02;-0.49;
2022-06-05 17:15:04;-0.49;
2022-06-05 17:15:06;-0.49;
2022-06-05 17:15:20;-0.49;
2022-06-05 17:15:25;-0.49;
2022-06-05 17:15:38;-0.49;
2022-06-05 17:15:41;-0.49;
2022-06-05 17:16:46;-0.49;
2022-06-05 17:16:52;-0.49;
2022-06-05 17:18:05;-0.49;
2022-06-05 17:18:28;-0.49;
2022-06-05 17:18:54;-0.49;
2022-06-05 17:19:03;-0.49;
2022-06-05 17:19:14;-0.49;
2022-06-05 17:19:31;-0.49;
2022-06-05 17:19:54;-0.49;
2022-06-05 17:19:59;-0.49;
2022-06-05 17:21:30;-0.49;
2022-06-05 17:21:50;-0.49;
2022-06-05 17:22:19;-0.49;
2022-06-05 17:22:22;-0.49;
2022-06-05 17:23:21;-0.49;
2022-06-05 17:24:36;-0.49;
2022-06-05 17:24:42;-0.49;
2022-06-05 23:38:43;-0.00047898338220918866;
2022-06-06 07:40:15;-0.49;
2022-06-06 07:40:35;-0.49;
